date,Mkt,SMB,HML,UMD,RF
1978-02-01,-0.9199999999999999,3.59,0.71,1.9,0.46
1978-03-01,3.38,3.48,1.23,1.37,0.53
1978-04-01,8.42,0.41,-3.56,0.85,0.54
1978-05-01,2.27,4.56,-0.59,2.85,0.51
1978-06-01,-1.15,1.69,0.55,2.78,0.54
1978-07-01,5.67,0.26,-1.08,4.22,0.56
1978-08-01,4.3100000000000005,5.06,-0.57,2.82,0.56
1978-09-01,-0.8099999999999999,-0.4,1.87,-3.11,0.62
1978-10-01,-11.23,-9.88,1.4,-8.39,0.68
1978-11-01,3.41,3.01,-2.19,5.52,0.7
1978-12-01,1.6600000000000001,1.25,-2.17,3.05,0.78
1979-01-01,5.0,3.66,2.29,-1.24,0.77
1979-02-01,-2.83,0.45,1.16,-1.06,0.73
1979-03-01,6.49,3.19,-0.69,2.88,0.81
1979-04-01,0.74,2.18,1.0,0.81,0.8
1979-05-01,-1.3900000000000001,0.16,1.3,-0.57,0.82
1979-06-01,4.66,1.17,1.45,0.82,0.81
1979-07-01,1.5899999999999999,1.26,1.75,-1.09,0.77
1979-08-01,6.300000000000001,2.09,-1.52,-0.23,0.77
1979-09-01,0.010000000000000009,-0.25,-0.87,5.34,0.83
1979-10-01,-7.2299999999999995,-3.35,-1.81,2.12,0.87
1979-11-01,6.2,2.76,-3.38,7.96,0.99
1979-12-01,2.74,4.19,-2.04,4.78,0.95
1980-01-01,6.31,1.65,1.72,7.51,0.8
1980-02-01,-0.32999999999999996,-1.83,0.66,7.88,0.89
1980-03-01,-11.690000000000001,-6.65,-1.02,-9.59,1.21
1980-04-01,5.23,0.96,1.01,-0.42,1.26
1980-05-01,6.07,2.16,0.38,-1.11,0.81
1980-06-01,3.67,1.66,-0.85,1.59,0.61
1980-07-01,7.0200000000000005,4.25,-6.29,0.37,0.53
1980-08-01,2.44,3.91,-2.64,3.19,0.64
1980-09-01,2.94,0.87,-4.77,5.44,0.75
1980-10-01,2.01,2.48,-2.77,7.32,0.95
1980-11-01,10.55,-3.46,-8.36,15.24,0.96
1980-12-01,-3.2099999999999995,-0.27,2.73,-6.65,1.31
1981-01-01,-4.0,3.01,6.83,-7.94,1.04
1981-02-01,1.6400000000000001,-0.32,1.0,-1.39,1.07
1981-03-01,4.77,3.58,0.69,0.73,1.21
1981-04-01,-1.0299999999999998,4.42,2.29,-0.95,1.08
1981-05-01,1.26,2.0,-0.47,3.75,1.15
1981-06-01,-1.0099999999999998,-0.83,5.1,-5.9,1.35
1981-07-01,-0.30000000000000004,-2.18,-0.68,-2.52,1.24
1981-08-01,-5.76,-1.96,4.84,-1.12,1.28
1981-09-01,-5.93,-2.66,5.2,1.97,1.24
1981-10-01,6.13,2.14,-4.22,4.07,1.21
1981-11-01,4.43,-0.97,1.89,-0.26,1.07
1981-12-01,-2.78,1.17,0.75,1.32,0.87
1982-01-01,-2.4400000000000004,-1.29,3.19,1.73,0.8
1982-02-01,-4.94,0.48,6.1,5.0,0.92
1982-03-01,-0.8900000000000001,-0.2,3.79,2.93,0.98
1982-04-01,4.4,1.51,-2.77,-0.41,1.13
1982-05-01,-2.93,0.47,1.8,2.55,1.06
1982-06-01,-2.13,-0.4,1.54,5.0,0.96
1982-07-01,-2.1399999999999997,0.82,0.12,4.47,1.05
1982-08-01,11.9,-4.09,1.0,-3.52,0.76
1982-09-01,1.8,2.89,0.33,4.17,0.51
1982-10-01,11.89,2.35,-3.73,0.03,0.59
1982-11-01,5.3,4.77,-1.89,5.89,0.63
1982-12-01,1.2200000000000002,-0.19,-0.03,0.02,0.67
1983-01-01,4.29,2.7,-0.81,-1.7,0.69
1983-02-01,3.21,3.24,0.7,3.83,0.62
1983-03-01,3.4499999999999997,1.76,2.05,0.93,0.63
1983-04-01,7.38,0.52,0.56,1.8,0.71
1983-05-01,1.21,6.15,-1.42,-1.59,0.69
1983-06-01,3.7399999999999998,0.89,-3.93,1.78,0.67
1983-07-01,-3.33,1.46,5.61,-3.13,0.74
1983-08-01,0.26,-4.3,5.56,-5.44,0.76
1983-09-01,1.67,0.56,1.08,-0.1,0.76
1983-10-01,-2.6799999999999997,-3.6,5.07,-4.56,0.76
1983-11-01,2.8600000000000003,2.03,-0.64,-0.09,0.7
1983-12-01,-1.05,-0.29,1.68,0.74,0.73
1984-01-01,-1.16,-0.43,7.62,-2.49,0.76
1984-02-01,-4.11,-1.71,3.36,0.19,0.71
1984-03-01,1.3599999999999999,0.08,0.51,1.09,0.73
1984-04-01,0.30000000000000004,-1.21,1.27,2.05,0.81
1984-05-01,-5.1899999999999995,0.03,0.26,1.52,0.78
1984-06-01,2.5700000000000003,-0.32,-2.62,-0.7,0.75
1984-07-01,-1.9200000000000004,-2.22,0.48,2.93,0.82
1984-08-01,11.11,-0.27,-1.82,-5.69,0.83
1984-09-01,0.05999999999999994,0.2,5.32,3.67,0.86
1984-10-01,0.16000000000000003,-1.2,0.51,3.21,1.0
1984-11-01,-1.03,-0.63,4.08,1.7,0.73
1984-12-01,2.48,-0.6,-0.2,1.54,0.64
1985-01-01,8.64,3.29,-5.41,-6.9,0.65
1985-02-01,1.7999999999999998,0.76,-0.13,1.82,0.58
1985-03-01,-0.21999999999999997,-1.15,4.1,1.68,0.62
1985-04-01,-0.24,0.14,3.72,3.06,0.72
1985-05-01,5.75,-2.25,-0.92,4.0,0.66
1985-06-01,1.82,0.5,0.5,3.63,0.55
1985-07-01,-0.12,2.84,-1.68,-3.94,0.62
1985-08-01,-0.47,-0.33,2.32,1.82,0.55
1985-09-01,-3.94,-1.59,1.31,1.48,0.6
1985-10-01,4.67,-1.57,0.78,4.88,0.65
1985-11-01,7.090000000000001,0.22,-2.88,-0.4,0.61
1985-12-01,4.53,-0.49,-1.52,-0.13,0.65
1986-01-01,1.21,1.22,0.52,2.96,0.56
1986-02-01,7.66,-0.62,-0.85,2.78,0.53
1986-03-01,5.4799999999999995,-0.52,-0.44,2.45,0.6
1986-04-01,-0.79,2.85,-2.86,-0.5,0.52
1986-05-01,5.11,-1.32,-0.14,2.02,0.49
1986-06-01,1.55,-0.93,1.36,5.16,0.52
1986-07-01,-5.93,-3.39,4.76,1.8,0.52
1986-08-01,6.53,-4.2,3.5,-5.01,0.46
1986-09-01,-8.15,2.26,3.16,-5.86,0.45
1986-10-01,5.12,-2.48,-1.37,2.69,0.46
1986-11-01,1.56,-1.92,-0.13,-0.32,0.39
1986-12-01,-2.7800000000000002,0.09,0.27,0.4,0.49
1987-01-01,12.89,-1.83,-3.26,2.1,0.42
1987-02-01,4.819999999999999,3.49,-5.97,-2.17,0.43
1987-03-01,2.11,0.39,1.62,1.6,0.47
1987-04-01,-1.67,-1.7,-0.34,0.26,0.44
1987-05-01,0.49,-0.53,0.22,-0.68,0.38
1987-06-01,4.42,-2.18,1.01,-0.2,0.48
1987-07-01,4.3100000000000005,-0.67,0.67,2.67,0.46
1987-08-01,3.99,-0.72,-0.92,-0.87,0.47
1987-09-01,-2.1399999999999997,0.52,0.27,0.71,0.45
1987-10-01,-22.639999999999997,-8.41,4.2,-7.86,0.6
1987-11-01,-7.42,2.78,3.13,-1.14,0.35
1987-12-01,7.199999999999999,0.13,-4.45,5.83,0.39
1988-01-01,4.5,-0.78,4.99,-7.58,0.29
1988-02-01,5.21,3.35,-1.62,-1.54,0.46
1988-03-01,-1.83,6.15,0.72,0.63,0.44
1988-04-01,1.02,0.96,1.7,2.25,0.46
1988-05-01,0.22000000000000003,-2.64,2.33,0.64,0.51
1988-06-01,5.28,2.17,-1.09,-2.91,0.49
1988-07-01,-0.74,-0.22,2.2,0.63,0.51
1988-08-01,-2.72,0.06,2.12,0.33,0.59
1988-09-01,3.92,-1.26,-0.68,0.23,0.62
1988-10-01,1.7599999999999998,-2.9,1.7,1.31,0.61
1988-11-01,-1.7200000000000002,-1.73,1.3,0.42,0.57
1988-12-01,2.12,1.94,-1.54,0.42,0.63
1989-01-01,6.6499999999999995,-2.14,0.49,-0.14,0.55
1989-02-01,-1.6400000000000001,2.77,0.9,0.94,0.61
1989-03-01,2.24,0.74,0.47,3.56,0.67
1989-04-01,5.0,-0.58,-1.42,1.69,0.67
1989-05-01,4.140000000000001,-0.05,-0.9,1.56,0.79
1989-06-01,-0.6400000000000001,-1.0,2.27,0.63,0.71
1989-07-01,7.9,-4.03,-2.79,5.41,0.7
1989-08-01,2.1799999999999997,0.51,0.63,-0.15,0.74
1989-09-01,-0.10999999999999999,0.25,-1.25,3.4,0.65
1989-10-01,-2.9899999999999998,-3.25,-1.07,1.36,0.68
1989-11-01,1.72,-1.27,-1.07,2.58,0.69
1989-12-01,1.77,-2.4,0.21,2.79,0.61
1990-01-01,-7.279999999999999,-1.26,0.78,-3.28,0.57
1990-02-01,1.6800000000000002,1.02,0.65,-0.53,0.57
1990-03-01,2.47,1.55,-3.03,1.64,0.64
1990-04-01,-2.67,-0.5,-2.47,2.43,0.69
1990-05-01,9.1,-2.56,-3.89,3.05,0.68
1990-06-01,-0.4600000000000001,1.42,-1.99,2.43,0.63
1990-07-01,-1.2199999999999998,-3.2,-0.11,5.94,0.68
1990-08-01,-9.49,-3.57,1.63,1.76,0.66
1990-09-01,-5.5200000000000005,-3.68,0.71,5.56,0.6
1990-10-01,-1.2399999999999998,-5.55,0.19,6.73,0.68
1990-11-01,6.92,0.36,-3.21,-5.62,0.57
1990-12-01,3.06,0.75,-1.72,0.02,0.6
1991-01-01,5.210000000000001,3.76,-1.74,-6.55,0.52
1991-02-01,7.67,3.96,-0.55,-4.75,0.48
1991-03-01,3.09,3.92,-1.32,2.76,0.44
1991-04-01,0.25,0.49,1.48,-2.4,0.53
1991-05-01,4.12,-0.35,-0.57,-0.09,0.47
1991-06-01,-4.5200000000000005,0.08,1.23,0.46,0.42
1991-07-01,4.73,-0.93,-1.25,4.34,0.49
1991-08-01,2.78,1.59,-0.83,1.63,0.46
1991-09-01,-1.1300000000000001,1.64,-0.98,1.73,0.46
1991-10-01,1.71,0.88,-0.47,3.22,0.42
1991-11-01,-3.8000000000000003,-0.48,-1.85,1.26,0.39
1991-12-01,11.22,-2.26,-4.11,8.3,0.38
1992-01-01,-0.24999999999999994,8.49,4.61,-2.51,0.34
1992-02-01,1.37,0.87,6.37,-0.58,0.28
1992-03-01,-2.3200000000000003,-1.04,3.61,-0.36,0.34
1992-04-01,1.3900000000000001,-6.12,4.27,-2.54,0.32
1992-05-01,0.5800000000000001,0.4,1.25,0.13,0.28
1992-06-01,-2.02,-3.1,3.36,-0.61,0.32
1992-07-01,4.08,-0.42,-0.37,1.44,0.31
1992-08-01,-2.12,-0.13,-1.06,-0.51,0.26
1992-09-01,1.45,0.58,-0.28,1.43,0.26
1992-10-01,1.25,2.03,-2.01,2.71,0.23
1992-11-01,4.36,3.69,-1.4,-0.34,0.23
1992-12-01,1.81,1.63,2.63,4.44,0.28
1993-01-01,1.1600000000000001,1.98,5.92,4.83,0.23
1993-02-01,0.33999999999999997,-3.47,6.41,3.1,0.22
1993-03-01,2.55,0.23,1.31,3.74,0.25
1993-04-01,-2.8099999999999996,-0.66,2.52,0.33,0.24
1993-05-01,3.1100000000000003,1.98,-3.45,0.3,0.22
1993-06-01,0.56,-0.32,2.72,4.57,0.25
1993-07-01,-0.10000000000000003,0.89,2.82,3.25,0.24
1993-08-01,3.96,0.15,0.13,2.58,0.25
1993-09-01,0.14,3.02,-0.25,3.41,0.26
1993-10-01,1.63,2.04,-2.72,-2.67,0.22
1993-11-01,-1.64,-1.22,-0.77,-4.71,0.25
1993-12-01,1.88,1.22,0.36,2.28,0.23
1994-01-01,3.12,0.4,1.13,0.02,0.25
1994-02-01,-2.34,2.8,-1.59,-0.29,0.21
1994-03-01,-4.51,-1.14,1.63,-1.33,0.27
1994-04-01,0.9500000000000001,-0.98,1.66,0.41,0.27
1994-05-01,0.8899999999999999,-2.13,0.66,-2.15,0.31
1994-06-01,-2.7199999999999998,-0.42,1.72,-0.82,0.31
1994-07-01,3.0999999999999996,-1.8,0.56,0.19,0.28
1994-08-01,4.38,1.42,-2.47,1.56,0.37
1994-09-01,-1.94,3.12,-1.87,1.33,0.37
1994-10-01,1.7200000000000002,-2.23,-1.66,1.43,0.38
1994-11-01,-3.67,0.26,-0.69,-0.2,0.37
1994-12-01,1.3,0.3,-0.2,3.5,0.44
1995-01-01,2.22,-3.53,2.54,-1.82,0.42
1995-02-01,4.03,-0.64,1.12,-0.36,0.4
1995-03-01,2.65,-0.17,-2.15,0.38,0.46
1995-04-01,2.55,-0.53,1.71,1.8,0.44
1995-05-01,3.44,-2.55,2.23,-0.44,0.54
1995-06-01,3.1900000000000004,3.14,-2.5,2.9,0.47
1995-07-01,4.17,2.08,-1.63,2.53,0.45
1995-08-01,1.02,1.36,2.84,0.09,0.47
1995-09-01,3.7800000000000002,-2.29,0.02,2.71,0.43
1995-10-01,-1.05,-3.82,-0.46,4.11,0.47
1995-11-01,4.38,-1.2,0.61,-0.65,0.42
1995-12-01,1.52,0.64,0.33,2.54,0.49
1996-01-01,2.69,-2.63,0.22,0.57,0.43
1996-02-01,1.7200000000000002,1.81,-1.16,0.57,0.39
1996-03-01,1.12,1.52,0.31,-1.88,0.39
1996-04-01,2.52,5.24,-4.08,-0.91,0.46
1996-05-01,2.78,3.08,-0.8,1.55,0.42
1996-06-01,-0.7399999999999999,-3.91,2.26,1.01,0.4
1996-07-01,-5.52,-4.31,5.16,-0.11,0.45
1996-08-01,3.18,2.44,-0.78,-0.05,0.41
1996-09-01,5.45,-0.95,-2.76,2.7,0.44
1996-10-01,1.28,-4.45,4.92,3.91,0.42
1996-11-01,6.66,-4.07,1.46,-2.23,0.41
1996-12-01,-1.24,3.08,1.33,0.61,0.46
1997-01-01,5.430000000000001,-1.93,-1.43,1.95,0.45
1997-02-01,-0.09999999999999998,-3.29,5.7,-2.05,0.39
1997-03-01,-4.59,-0.44,3.43,0.96,0.43
1997-04-01,4.47,-5.74,0.09,4.92,0.43
1997-05-01,7.23,5.16,-4.08,-5.16,0.49
1997-06-01,4.47,1.19,1.62,2.62,0.37
1997-07-01,7.76,-2.7,0.2,3.81,0.43
1997-08-01,-3.74,7.33,1.12,-2.55,0.41
1997-09-01,5.79,2.56,0.29,1.45,0.44
1997-10-01,-3.38,-0.8,2.33,-0.38,0.42
1997-11-01,3.37,-5.11,1.24,0.29,0.39
1997-12-01,1.8,-2.66,4.03,3.95,0.48
1998-01-01,0.58,-1.02,-1.65,0.11,0.43
1998-02-01,7.43,0.26,-0.78,-1.15,0.39
1998-03-01,5.1499999999999995,-1.21,1.54,2.15,0.39
1998-04-01,1.16,0.03,0.89,0.78,0.43
1998-05-01,-2.67,-3.4,3.43,1.88,0.4
1998-06-01,3.5900000000000003,-3.32,-1.8,7.26,0.41
1998-07-01,-2.06,-4.94,-1.71,3.68,0.4
1998-08-01,-15.649999999999999,-5.68,3.56,1.88,0.43
1998-09-01,6.61,0.06,-3.42,-0.71,0.46
1998-10-01,7.45,-3.11,-2.21,-5.36,0.32
1998-11-01,6.409999999999999,1.21,-3.16,1.16,0.31
1998-12-01,6.54,-0.54,-4.2,8.99,0.38
1999-01-01,3.85,0.81,-4.66,3.04,0.35
1999-02-01,-3.73,-6.08,1.91,-0.16,0.35
1999-03-01,3.8800000000000003,-3.76,-2.77,-1.29,0.43
1999-04-01,4.7,3.98,2.34,-9.06,0.37
1999-05-01,-2.12,3.33,2.36,-5.28,0.34
1999-06-01,5.17,3.15,-3.4,4.88,0.4
1999-07-01,-3.1100000000000003,2.55,-0.48,1.51,0.38
1999-08-01,-0.9899999999999999,-1.0,-1.72,2.92,0.39
1999-09-01,-2.4,3.36,-3.42,6.46,0.39
1999-10-01,6.51,-6.75,-3.16,5.47,0.39
1999-11-01,3.73,7.17,-6.07,5.62,0.36
1999-12-01,8.16,7.07,-8.4,13.19,0.44
2000-01-01,-4.33,5.7,-1.75,1.86,0.41
2000-02-01,2.8800000000000003,21.19,-8.94,18.36,0.43
2000-03-01,5.67,-16.82,7.66,-6.39,0.47
2000-04-01,-5.94,-6.93,7.41,-8.57,0.46
2000-05-01,-3.92,-6.33,5.01,-9.08,0.5
2000-06-01,5.04,12.8,-8.22,16.59,0.4
2000-07-01,-2.03,-3.16,8.4,-0.11,0.48
2000-08-01,7.53,-0.65,-1.47,5.7,0.5
2000-09-01,-4.94,-1.89,7.28,2.2,0.51
2000-10-01,-2.1999999999999997,-3.87,5.71,-4.63,0.56
2000-11-01,-10.21,-3.5,12.53,-2.4,0.51
2000-12-01,1.69,0.73,7.67,6.7,0.5
2001-01-01,3.67,6.76,-5.33,-25.05,0.54
2001-02-01,-9.67,-0.82,12.58,12.51,0.38
2001-03-01,-6.84,0.17,6.52,8.35,0.42
2001-04-01,8.33,0.61,-4.8,-7.97,0.39
2001-05-01,1.04,2.53,3.34,2.12,0.32
2001-06-01,-1.66,6.25,-1.16,0.34,0.28
2001-07-01,-1.8299999999999998,-4.23,5.35,5.47,0.3
2001-08-01,-6.15,2.48,2.33,5.54,0.31
2001-09-01,-8.97,-6.25,1.57,11.54,0.28
2001-10-01,2.68,7.57,-7.66,-8.41,0.22
2001-11-01,7.71,-0.48,2.16,-8.58,0.17
2001-12-01,1.76,4.79,0.9,-0.02,0.15
2002-01-01,-1.2999999999999998,1.18,3.38,3.68,0.14
2002-02-01,-2.16,-1.07,2.21,6.77,0.13
2002-03-01,4.37,4.14,1.08,-1.67,0.13
2002-04-01,-5.05,5.84,3.96,7.95,0.15
2002-05-01,-1.2399999999999998,-3.26,1.57,2.97,0.14
2002-06-01,-7.08,4.2,0.04,6.15,0.13
2002-07-01,-8.03,-5.22,-3.71,3.34,0.15
2002-08-01,0.64,-2.94,3.23,1.76,0.14
2002-09-01,-10.209999999999999,2.39,1.49,9.09,0.14
2002-10-01,7.9799999999999995,-3.44,-4.07,-5.31,0.14
2002-11-01,6.08,3.23,-1.51,-16.19,0.12
2002-12-01,-5.6499999999999995,-0.01,2.28,9.64,0.11
2003-01-01,-2.4699999999999998,1.28,-0.86,1.6,0.1
2003-02-01,-1.7899999999999998,-0.46,-1.33,1.25,0.09
2003-03-01,1.1900000000000002,0.93,-2.15,1.6,0.1
2003-04-01,8.32,0.64,0.89,-9.49,0.1
2003-05-01,6.14,4.49,0.11,-10.85,0.09
2003-06-01,1.52,1.75,0.39,-1.09,0.1
2003-07-01,2.42,5.23,-1.08,-0.31,0.07
2003-08-01,2.4099999999999997,2.7,1.61,-0.55,0.07
2003-09-01,-1.16,0.71,0.05,-0.19,0.08
2003-10-01,6.15,2.64,1.92,3.73,0.07
2003-11-01,1.4200000000000002,1.99,1.8,1.63,0.07
2003-12-01,4.37,-2.76,1.58,-5.69,0.08
2004-01-01,2.2199999999999998,2.53,2.45,2.59,0.07
2004-02-01,1.46,-1.56,0.86,-1.07,0.06
2004-03-01,-1.23,1.75,0.24,0.22,0.09
2004-04-01,-1.75,-1.73,-3.07,-5.37,0.08
2004-05-01,1.23,-0.24,-0.29,1.59,0.06
2004-06-01,1.9400000000000002,2.28,1.23,2.09,0.08
2004-07-01,-3.9599999999999995,-3.85,3.28,-2.28,0.1
2004-08-01,0.19,-1.56,0.96,-1.58,0.11
2004-09-01,1.7100000000000002,3.01,-0.07,5.25,0.11
2004-10-01,1.54,0.13,-0.29,-1.52,0.11
2004-11-01,4.69,3.72,1.43,3.23,0.15
2004-12-01,3.5900000000000003,-0.07,-0.18,-2.83,0.16
2005-01-01,-2.5999999999999996,-1.72,2.01,3.19,0.16
2005-02-01,2.05,-0.55,1.63,3.18,0.16
2005-03-01,-1.76,-1.35,2.14,0.55,0.21
2005-04-01,-2.4,-3.97,0.05,-0.85,0.21
2005-05-01,3.8899999999999997,2.8,-0.66,0.43,0.24
2005-06-01,0.7999999999999999,2.55,2.82,2.06,0.23
2005-07-01,4.16,2.87,-0.83,-0.03,0.24
2005-08-01,-0.9199999999999999,-0.98,1.38,2.27,0.3
2005-09-01,0.78,-0.66,0.74,3.45,0.29
2005-10-01,-1.75,-1.19,0.45,-1.3,0.27
2005-11-01,3.92,0.97,-1.16,0.27,0.31
2005-12-01,0.07,-0.46,0.24,0.76,0.32
2006-01-01,3.39,5.4,0.99,2.68,0.35
2006-02-01,0.040000000000000036,-0.37,-0.26,-1.84,0.34
2006-03-01,1.83,3.49,0.68,1.26,0.37
2006-04-01,1.0899999999999999,-1.41,2.37,0.61,0.36
2006-05-01,-3.1399999999999997,-3.09,2.45,-3.65,0.43
2006-06-01,0.050000000000000044,-0.36,0.92,1.47,0.4
2006-07-01,-0.38,-3.99,2.67,-2.22,0.4
2006-08-01,2.4499999999999997,1.02,-1.98,-3.46,0.42
2006-09-01,2.25,-1.29,-0.04,-0.95,0.41
2006-10-01,3.64,1.72,-0.3,-0.24,0.41
2006-11-01,2.13,0.78,0.07,-1.01,0.42
2006-12-01,1.27,-1.14,2.72,0.84,0.4
2007-01-01,1.8399999999999999,0.16,-0.69,0.18,0.44
2007-02-01,-1.58,1.29,-0.17,-1.36,0.38
2007-03-01,1.11,0.08,-0.83,2.5,0.43
2007-04-01,3.93,-2.18,-1.38,-0.15,0.44
2007-05-01,3.6500000000000004,0.27,-0.63,-0.27,0.41
2007-06-01,-1.56,0.78,-1.1,0.39,0.4
2007-07-01,-3.33,-2.45,-3.55,2.81,0.4
2007-08-01,1.34,-0.17,-1.91,0.1,0.42
2007-09-01,3.54,-2.22,-2.21,4.57,0.32
2007-10-01,2.12,0.25,-2.91,4.88,0.32
2007-11-01,-4.49,-2.8,-1.0,0.9,0.34
2007-12-01,-0.6,0.14,-0.59,6.54,0.27
2008-01-01,-6.15,-0.89,3.67,-7.88,0.21
2008-02-01,-2.96,-0.27,-0.88,6.11,0.13
2008-03-01,-0.76,0.79,0.14,4.1,0.17
2008-04-01,4.779999999999999,-1.59,-0.96,-0.33,0.18
2008-05-01,2.04,3.05,-1.45,3.21,0.18
2008-06-01,-8.27,1.22,-2.77,12.54,0.17
2008-07-01,-0.62,2.47,5.27,-5.13,0.15
2008-08-01,1.6600000000000001,3.54,1.45,-4.03,0.13
2008-09-01,-9.09,-1.18,6.07,0.36,0.15
2008-10-01,-17.150000000000002,-2.52,-2.37,7.79,0.08
2008-11-01,-7.83,-2.82,-6.31,7.17,0.03
2008-12-01,1.74,3.51,0.14,-5.07,0.0
2009-01-01,-8.12,0.33,-11.12,-1.82,0.0
2009-02-01,-10.09,0.23,-7.03,4.03,0.01
2009-03-01,8.969999999999999,0.0,3.4,-11.61,0.02
2009-04-01,10.19,5.14,5.21,-34.39,0.01
2009-05-01,5.21,-2.63,0.49,-12.47,0.0
2009-06-01,0.44,2.63,-2.62,5.3,0.01
2009-07-01,7.7299999999999995,1.9,4.87,-5.37,0.01
2009-08-01,3.34,-1.1,7.5,-8.82,0.01
2009-09-01,4.09,2.41,0.89,-4.95,0.01
2009-10-01,-2.59,-4.18,-4.03,2.66,0.0
2009-11-01,5.56,-2.48,-0.25,0.33,0.0
2009-12-01,2.76,6.13,-0.11,2.91,0.01
2010-01-01,-3.36,0.37,0.33,-5.36,0.0
2010-02-01,3.4,1.19,3.19,3.63,0.0
2010-03-01,6.319999999999999,1.44,2.11,3.71,0.01
2010-04-01,2.01,4.86,2.91,3.21,0.01
2010-05-01,-7.88,0.14,-2.39,-0.17,0.01
2010-06-01,-5.5600000000000005,-1.84,-4.52,-2.99,0.01
2010-07-01,6.9399999999999995,0.18,-0.36,1.9,0.01
2010-08-01,-4.76,-3.02,-1.9,-0.18,0.01
2010-09-01,9.549999999999999,3.93,-3.23,1.35,0.01
2010-10-01,3.8899999999999997,1.07,-2.46,1.66,0.01
2010-11-01,0.61,3.78,-0.95,2.54,0.01
2010-12-01,6.83,0.68,3.64,-3.18,0.01
2011-01-01,2.0,-2.52,0.82,-0.29,0.01
2011-02-01,3.5,1.53,1.29,2.08,0.01
2011-03-01,0.47000000000000003,2.58,-1.76,3.52,0.01
2011-04-01,2.9,-0.37,-2.43,0.06,0.0
2011-05-01,-1.27,-0.58,-2.05,-0.57,0.0
2011-06-01,-1.75,-0.11,-0.42,1.77,0.0
2011-07-01,-2.35,-1.37,-0.88,-0.01,0.0
2011-08-01,-5.98,-3.03,-2.56,-0.34,0.01
2011-09-01,-7.59,-3.35,-1.71,-2.52,0.0
2011-10-01,11.35,3.32,0.13,-1.44,0.0
2011-11-01,-0.28,-0.14,-0.48,4.01,0.0
2011-12-01,0.74,-0.66,1.68,1.98,0.0
2012-01-01,5.05,2.1,-0.9,-7.94,0.0
2012-02-01,4.42,-1.84,0.46,-0.28,0.0
2012-03-01,3.11,-0.68,1.21,1.51,0.0
2012-04-01,-0.85,-0.39,-0.77,3.83,0.0
2012-05-01,-6.180000000000001,0.16,-1.04,6.63,0.01
2012-06-01,3.89,0.78,0.58,-0.76,0.0
2012-07-01,0.79,-2.62,-0.05,3.1,0.0
2012-08-01,2.5599999999999996,0.47,1.12,-2.47,0.01
2012-09-01,2.7399999999999998,0.49,1.56,-1.06,0.01
2012-10-01,-1.75,-1.09,3.61,0.08,0.01
2012-11-01,0.79,0.53,-0.83,0.4,0.01
2012-12-01,1.19,1.45,3.53,-2.95,0.01
2013-01-01,5.57,0.36,0.98,-1.9,0.0
2013-02-01,1.29,-0.42,0.13,1.31,0.0
2013-03-01,4.03,0.75,-0.23,1.96,0.0
2013-04-01,1.55,-2.4,0.53,0.27,0.0
2013-05-01,2.8,1.66,2.61,-1.74,0.0
2013-06-01,-1.2,1.16,-0.09,0.58,0.0
2013-07-01,5.65,1.86,0.56,1.78,0.0
2013-08-01,-2.71,0.29,-2.66,0.02,0.0
2013-09-01,3.77,2.89,-1.15,2.96,0.0
2013-10-01,4.18,-1.53,1.21,0.17,0.0
2013-11-01,3.13,1.19,0.29,0.44,0.0
2013-12-01,2.81,-0.59,-0.05,0.07,0.0
2014-01-01,-3.32,0.87,-2.02,1.74,0.0
2014-02-01,4.65,0.31,-0.36,2.05,0.0
2014-03-01,0.43,-1.85,4.9,-3.38,0.0
2014-04-01,-0.19,-4.21,1.12,-3.77,0.0
2014-05-01,2.06,-1.9,-0.12,1.21,0.0
2014-06-01,2.61,3.08,-0.67,0.74,0.0
2014-07-01,-2.04,-4.27,0.02,-0.24,0.0
2014-08-01,4.24,0.36,-0.42,0.79,0.0
2014-09-01,-1.97,-3.73,-1.38,0.44,0.0
2014-10-01,2.52,4.28,-1.8,-0.04,0.0
2014-11-01,2.55,-2.04,-3.07,1.06,0.0
2014-12-01,-0.06,2.48,2.23,1.09,0.0
2015-01-01,-3.11,-0.51,-3.56,3.81,0.0
2015-02-01,6.14,0.52,-1.81,-2.83,0.0
2015-03-01,-1.12,3.02,-0.41,3.0,0.0
2015-04-01,0.59,-3.04,1.88,-7.32,0.0
2015-05-01,1.36,0.89,-1.1,6.03,0.0
2015-06-01,-1.53,2.85,-0.74,3.07,0.0
2015-07-01,1.54,-4.09,-4.21,10.29,0.0
2015-08-01,-6.04,0.44,2.73,-2.09,0.0
2015-09-01,-3.07,-2.61,0.39,5.35,0.0
2015-10-01,7.75,-1.98,-0.25,-4.03,0.0
2015-11-01,0.56,3.68,-0.49,2.21,0.0
2015-12-01,-2.16,-2.86,-2.45,3.41,0.01
2016-01-01,-5.76,-3.36,2.01,1.34,0.01
2016-02-01,-0.06,0.83,-0.6,-4.06,0.02
2016-03-01,6.9799999999999995,0.82,1.11,-5.13,0.02
2016-04-01,0.93,0.69,3.28,-6.26,0.01
2016-05-01,1.79,-0.27,-1.6,2.14,0.01
2016-06-01,-0.030000000000000002,0.64,-1.4,4.11,0.02
2016-07-01,3.97,2.6,-1.23,-3.08,0.02
2016-08-01,0.52,1.13,3.31,-3.17,0.02
2016-09-01,0.27,2.04,-1.21,-0.53,0.02
